   5.15516659066174e-01   1.01913239381090e+00   0.00000000000000e+00   0.00000000000000e+00  -8.72664625997165e-03   1.13446401379631e+00   0.00000000000000e+00
   5.15753708441468e-01   1.01782676044790e+00   1.01382766977456e-01   4.71608548648635e-02  -1.44205213524011e-02   1.13674759601733e+00   1.17917432258939e-01
   5.15990757816761e-01   1.01710454316985e+00   1.43013430178435e-01   6.63710408687663e-02  -1.65849758068924e-02   1.13910487622842e+00   1.66131181273458e-01
   5.16227807192055e-01   1.01662804686401e+00   1.67849983442030e-01   7.77566990590635e-02  -1.77756121797835e-02   1.14089277546305e+00   1.94811881777926e-01
   5.16464856567349e-01   1.01627636595382e+00   1.85228103598173e-01   8.56834295383970e-02  -1.85386394645632e-02   1.14231129110737e+00   2.14838647650730e-01
   5.16701905942643e-01   1.01599917497791e+00   1.98475585578614e-01   9.17016928501329e-02  -1.90667063600912e-02   1.14348470139285e+00   2.30081435930932e-01
   5.16938955317936e-01   1.01577120165756e+00   2.09127218637305e-01   9.65243208509749e-02  -1.94479965380525e-02   1.14448568279783e+00   2.42322200357025e-01
   5.17176004693230e-01   1.01557806488698e+00   2.18008118729835e-01   1.00533511074507e-01  -1.97296423709858e-02   1.14535929688477e+00   2.52517669523697e-01
   5.17413054068524e-01   1.01541083561858e+00   2.25609615056873e-01   1.03956319375934e-01  -1.99395765368602e-02   1.14613516085257e+00   2.61236907139445e-01
   5.17650103443817e-01   1.01526360348270e+00   2.32246499694585e-01   1.06937919832998e-01  -2.00956240153620e-02   1.14683370741614e+00   2.68844156400990e-01
   5.17887152819111e-01   1.01513226010039e+00   2.38131878544381e-01   1.09576410247248e-01  -2.02098105115627e-02   1.14746959994349e+00   2.75585789710760e-01
   5.18124202194405e-01   1.01501383732438e+00   2.43416352484775e-01   1.11941000077531e-01  -2.02906091117191e-02   1.14805370692548e+00   2.81635784221030e-01
   5.18361251569698e-01   1.01490612280018e+00   2.48210082355246e-01   1.14082237073145e-01  -2.03442012828472e-02   1.14859430281597e+00   2.87121312043919e-01
   5.18598300944992e-01   1.01480742448683e+00   2.52595957970008e-01   1.16038102100901e-01  -2.03752272550247e-02   1.14909783058959e+00   2.92138002723001e-01
   5.18835350320286e-01   1.01471642000535e+00   2.56637838532426e-01   1.17837817906413e-01  -2.03872543269963e-02   1.14956940413259e+00   2.96759487624272e-01
